pkmn_id|name|stat|effort|extraer_datetime
676|special-attack|65|0|2024-08-17 12:03:45.546378
676|special-defense|90|0|2024-08-17 12:03:45.546378
676|speed|102|1|2024-08-17 12:03:45.546378
677|hp|62|0|2024-08-17 12:03:45.546378
677|attack|48|0|2024-08-17 12:03:45.546378
677|defense|54|0|2024-08-17 12:03:45.546378
677|special-attack|63|0|2024-08-17 12:03:45.546378
677|special-defense|60|0|2024-08-17 12:03:45.546378
677|speed|68|1|2024-08-17 12:03:45.546378
678|hp|74|0|2024-08-17 12:03:45.546378
678|attack|48|0|2024-08-17 12:03:45.546378
678|defense|76|0|2024-08-17 12:03:45.546378
678|special-attack|83|0|2024-08-17 12:03:45.546378
678|special-defense|81|0|2024-08-17 12:03:45.546378
678|speed|104|2|2024-08-17 12:03:45.546378
679|hp|45|0|2024-08-17 12:03:45.546378
679|attack|80|0|2024-08-17 12:03:45.546378
679|defense|100|1|2024-08-17 12:03:45.546378
679|special-attack|35|0|2024-08-17 12:03:45.546378
679|special-defense|37|0|2024-08-17 12:03:45.546378
679|speed|28|0|2024-08-17 12:03:45.546378
680|hp|59|0|2024-08-17 12:03:45.546378
680|attack|110|0|2024-08-17 12:03:45.546378
680|defense|150|2|2024-08-17 12:03:45.546378
680|special-attack|45|0|2024-08-17 12:03:45.546378
680|special-defense|49|0|2024-08-17 12:03:45.546378
680|speed|35|0|2024-08-17 12:03:45.546378
681|hp|60|0|2024-08-17 12:03:45.546378
681|attack|50|0|2024-08-17 12:03:45.546378
681|defense|140|2|2024-08-17 12:03:45.546378
681|special-attack|50|0|2024-08-17 12:03:45.546378
681|special-defense|140|1|2024-08-17 12:03:45.546378
681|speed|60|0|2024-08-17 12:03:45.546378
682|hp|78|1|2024-08-17 12:03:45.546378
682|attack|52|0|2024-08-17 12:03:45.546378
682|defense|60|0|2024-08-17 12:03:45.546378
682|special-attack|63|0|2024-08-17 12:03:45.546378
682|special-defense|65|0|2024-08-17 12:03:45.546378
682|speed|23|0|2024-08-17 12:03:45.546378
683|hp|101|2|2024-08-17 12:03:45.546378
683|attack|72|0|2024-08-17 12:03:45.546378
683|defense|72|0|2024-08-17 12:03:45.546378
683|special-attack|99|0|2024-08-17 12:03:45.546378
683|special-defense|89|0|2024-08-17 12:03:45.546378
683|speed|29|0|2024-08-17 12:03:45.546378
684|hp|62|0|2024-08-17 12:03:45.546378
684|attack|48|0|2024-08-17 12:03:45.546378
684|defense|66|1|2024-08-17 12:03:45.546378
684|special-attack|59|0|2024-08-17 12:03:45.546378
684|special-defense|57|0|2024-08-17 12:03:45.546378
684|speed|49|0|2024-08-17 12:03:45.546378
685|hp|82|0|2024-08-17 12:03:45.546378
685|attack|80|0|2024-08-17 12:03:45.546378
685|defense|86|2|2024-08-17 12:03:45.546378
685|special-attack|85|0|2024-08-17 12:03:45.546378
685|special-defense|75|0|2024-08-17 12:03:45.546378
685|speed|72|0|2024-08-17 12:03:45.546378
686|hp|53|0|2024-08-17 12:03:45.546378
686|attack|54|1|2024-08-17 12:03:45.546378
686|defense|53|0|2024-08-17 12:03:45.546378
686|special-attack|37|0|2024-08-17 12:03:45.546378
686|special-defense|46|0|2024-08-17 12:03:45.546378
686|speed|45|0|2024-08-17 12:03:45.546378
687|hp|86|0|2024-08-17 12:03:45.546378
687|attack|92|2|2024-08-17 12:03:45.546378
687|defense|88|0|2024-08-17 12:03:45.546378
687|special-attack|68|0|2024-08-17 12:03:45.546378
687|special-defense|75|0|2024-08-17 12:03:45.546378
687|speed|73|0|2024-08-17 12:03:45.546378
688|hp|42|0|2024-08-17 12:03:45.546378
688|attack|52|1|2024-08-17 12:03:45.546378
688|defense|67|0|2024-08-17 12:03:45.546378
688|special-attack|39|0|2024-08-17 12:03:45.546378
688|special-defense|56|0|2024-08-17 12:03:45.546378
688|speed|50|0|2024-08-17 12:03:45.546378
689|hp|72|0|2024-08-17 12:03:45.546378
689|attack|105|2|2024-08-17 12:03:45.546378
689|defense|115|0|2024-08-17 12:03:45.546378
689|special-attack|54|0|2024-08-17 12:03:45.546378
689|special-defense|86|0|2024-08-17 12:03:45.546378
689|speed|68|0|2024-08-17 12:03:45.546378
690|hp|50|0|2024-08-17 12:03:45.546378
690|attack|60|0|2024-08-17 12:03:45.546378
690|defense|60|0|2024-08-17 12:03:45.546378
690|special-attack|60|0|2024-08-17 12:03:45.546378
690|special-defense|60|1|2024-08-17 12:03:45.546378
690|speed|30|0|2024-08-17 12:03:45.546378
691|hp|65|0|2024-08-17 12:03:45.546378
691|attack|75|0|2024-08-17 12:03:45.546378
691|defense|90|0|2024-08-17 12:03:45.546378
691|special-attack|97|0|2024-08-17 12:03:45.546378
691|special-defense|123|2|2024-08-17 12:03:45.546378
691|speed|44|0|2024-08-17 12:03:45.546378
692|hp|50|0|2024-08-17 12:03:45.546378
692|attack|53|0|2024-08-17 12:03:45.546378
692|defense|62|0|2024-08-17 12:03:45.546378
692|special-attack|58|1|2024-08-17 12:03:45.546378
692|special-defense|63|0|2024-08-17 12:03:45.546378
692|speed|44|0|2024-08-17 12:03:45.546378
693|hp|71|0|2024-08-17 12:03:45.546378
693|attack|73|0|2024-08-17 12:03:45.546378
693|defense|88|0|2024-08-17 12:03:45.546378
693|special-attack|120|2|2024-08-17 12:03:45.546378
693|special-defense|89|0|2024-08-17 12:03:45.546378
693|speed|59|0|2024-08-17 12:03:45.546378
694|hp|44|0|2024-08-17 12:03:45.546378
694|attack|38|0|2024-08-17 12:03:45.546378
694|defense|33|0|2024-08-17 12:03:45.546378
694|special-attack|61|0|2024-08-17 12:03:45.546378
694|special-defense|43|0|2024-08-17 12:03:45.546378
694|speed|70|1|2024-08-17 12:03:45.546378
695|hp|62|0|2024-08-17 12:03:45.546378
695|attack|55|0|2024-08-17 12:03:45.546378
695|defense|52|0|2024-08-17 12:03:45.546378
695|special-attack|109|1|2024-08-17 12:03:45.546378
695|special-defense|94|0|2024-08-17 12:03:45.546378
695|speed|109|1|2024-08-17 12:03:45.546378
696|hp|58|0|2024-08-17 12:03:45.546378
696|attack|89|1|2024-08-17 12:03:45.546378
696|defense|77|0|2024-08-17 12:03:45.546378
696|special-attack|45|0|2024-08-17 12:03:45.546378
696|special-defense|45|0|2024-08-17 12:03:45.546378
696|speed|48|0|2024-08-17 12:03:45.546378
697|hp|82|0|2024-08-17 12:03:45.546378
697|attack|121|2|2024-08-17 12:03:45.546378
697|defense|119|0|2024-08-17 12:03:45.546378
697|special-attack|69|0|2024-08-17 12:03:45.546378
697|special-defense|59|0|2024-08-17 12:03:45.546378
697|speed|71|0|2024-08-17 12:03:45.546378
698|hp|77|1|2024-08-17 12:03:45.546378
698|attack|59|0|2024-08-17 12:03:45.546378
698|defense|50|0|2024-08-17 12:03:45.546378
698|special-attack|67|0|2024-08-17 12:03:45.546378
698|special-defense|63|0|2024-08-17 12:03:45.546378
698|speed|46|0|2024-08-17 12:03:45.546378
699|hp|123|2|2024-08-17 12:03:45.546378
699|attack|77|0|2024-08-17 12:03:45.546378
699|defense|72|0|2024-08-17 12:03:45.546378
699|special-attack|99|0|2024-08-17 12:03:45.546378
699|special-defense|92|0|2024-08-17 12:03:45.546378
699|speed|58|0|2024-08-17 12:03:45.546378
700|hp|95|0|2024-08-17 12:03:45.546378
700|attack|65|0|2024-08-17 12:03:45.546378
700|defense|65|0|2024-08-17 12:03:45.546378
700|special-attack|110|0|2024-08-17 12:03:45.546378
700|special-defense|130|2|2024-08-17 12:03:45.546378
700|speed|60|0|2024-08-17 12:03:45.546378
701|hp|78|0|2024-08-17 12:03:45.546378
701|attack|92|2|2024-08-17 12:03:45.546378
701|defense|75|0|2024-08-17 12:03:45.546378
701|special-attack|74|0|2024-08-17 12:03:45.546378
701|special-defense|63|0|2024-08-17 12:03:45.546378
701|speed|118|0|2024-08-17 12:03:45.546378
702|hp|67|0|2024-08-17 12:03:45.546378
702|attack|58|0|2024-08-17 12:03:45.546378
702|defense|57|0|2024-08-17 12:03:45.546378
702|special-attack|81|0|2024-08-17 12:03:45.546378
702|special-defense|67|0|2024-08-17 12:03:45.546378
702|speed|101|2|2024-08-17 12:03:45.546378
703|hp|50|0|2024-08-17 12:03:45.546378
703|attack|50|0|2024-08-17 12:03:45.546378
703|defense|150|1|2024-08-17 12:03:45.546378
703|special-attack|50|0|2024-08-17 12:03:45.546378
703|special-defense|150|1|2024-08-17 12:03:45.546378
703|speed|50|0|2024-08-17 12:03:45.546378
704|hp|45|0|2024-08-17 12:03:45.546378
704|attack|50|0|2024-08-17 12:03:45.546378
704|defense|35|0|2024-08-17 12:03:45.546378
704|special-attack|55|0|2024-08-17 12:03:45.546378
704|special-defense|75|1|2024-08-17 12:03:45.546378
704|speed|40|0|2024-08-17 12:03:45.546378
705|hp|68|0|2024-08-17 12:03:45.546378
705|attack|75|0|2024-08-17 12:03:45.546378
705|defense|53|0|2024-08-17 12:03:45.546378
705|special-attack|83|0|2024-08-17 12:03:45.546378
705|special-defense|113|2|2024-08-17 12:03:45.546378
705|speed|60|0|2024-08-17 12:03:45.546378
706|hp|90|0|2024-08-17 12:03:45.546378
706|attack|100|0|2024-08-17 12:03:45.546378
706|defense|70|0|2024-08-17 12:03:45.546378
706|special-attack|110|0|2024-08-17 12:03:45.546378
706|special-defense|150|3|2024-08-17 12:03:45.546378
706|speed|80|0|2024-08-17 12:03:45.546378
707|hp|57|0|2024-08-17 12:03:45.546378
707|attack|80|0|2024-08-17 12:03:45.546378
707|defense|91|1|2024-08-17 12:03:45.546378
707|special-attack|80|0|2024-08-17 12:03:45.546378
707|special-defense|87|0|2024-08-17 12:03:45.546378
707|speed|75|0|2024-08-17 12:03:45.546378
708|hp|43|0|2024-08-17 12:03:45.546378
708|attack|70|1|2024-08-17 12:03:45.546378
708|defense|48|0|2024-08-17 12:03:45.546378
708|special-attack|50|0|2024-08-17 12:03:45.546378
708|special-defense|60|0|2024-08-17 12:03:45.546378
708|speed|38|0|2024-08-17 12:03:45.546378
709|hp|85|0|2024-08-17 12:03:45.546378
709|attack|110|2|2024-08-17 12:03:45.546378
709|defense|76|0|2024-08-17 12:03:45.546378
709|special-attack|65|0|2024-08-17 12:03:45.546378
709|special-defense|82|0|2024-08-17 12:03:45.546378
709|speed|56|0|2024-08-17 12:03:45.546378
710|hp|49|0|2024-08-17 12:03:45.546378
710|attack|66|0|2024-08-17 12:03:45.546378
710|defense|70|1|2024-08-17 12:03:45.546378
710|special-attack|44|0|2024-08-17 12:03:45.546378
710|special-defense|55|0|2024-08-17 12:03:45.546378
710|speed|51|0|2024-08-17 12:03:45.546378
711|hp|65|0|2024-08-17 12:03:45.546378
711|attack|90|0|2024-08-17 12:03:45.546378
711|defense|122|2|2024-08-17 12:03:45.546378
711|special-attack|58|0|2024-08-17 12:03:45.546378
711|special-defense|75|0|2024-08-17 12:03:45.546378
711|speed|84|0|2024-08-17 12:03:45.546378
712|hp|55|0|2024-08-17 12:03:45.546378
712|attack|69|0|2024-08-17 12:03:45.546378
712|defense|85|1|2024-08-17 12:03:45.546378
712|special-attack|32|0|2024-08-17 12:03:45.546378
712|special-defense|35|0|2024-08-17 12:03:45.546378
712|speed|28|0|2024-08-17 12:03:45.546378
713|hp|95|0|2024-08-17 12:03:45.546378
713|attack|117|0|2024-08-17 12:03:45.546378
713|defense|184|2|2024-08-17 12:03:45.546378
713|special-attack|44|0|2024-08-17 12:03:45.546378
713|special-defense|46|0|2024-08-17 12:03:45.546378
713|speed|28|0|2024-08-17 12:03:45.546378
714|hp|40|0|2024-08-17 12:03:45.546378
714|attack|30|0|2024-08-17 12:03:45.546378
714|defense|35|0|2024-08-17 12:03:45.546378
714|special-attack|45|0|2024-08-17 12:03:45.546378
714|special-defense|40|0|2024-08-17 12:03:45.546378
714|speed|55|1|2024-08-17 12:03:45.546378
715|hp|85|0|2024-08-17 12:03:45.546378
715|attack|70|0|2024-08-17 12:03:45.546378
715|defense|80|0|2024-08-17 12:03:45.546378
715|special-attack|97|0|2024-08-17 12:03:45.546378
715|special-defense|80|0|2024-08-17 12:03:45.546378
715|speed|123|2|2024-08-17 12:03:45.546378
716|hp|126|3|2024-08-17 12:03:45.546378
716|attack|131|0|2024-08-17 12:03:45.546378
716|defense|95|0|2024-08-17 12:03:45.546378
716|special-attack|131|0|2024-08-17 12:03:45.546378
716|special-defense|98|0|2024-08-17 12:03:45.546378
716|speed|99|0|2024-08-17 12:03:45.546378
717|hp|126|3|2024-08-17 12:03:45.546378
717|attack|131|0|2024-08-17 12:03:45.546378
717|defense|95|0|2024-08-17 12:03:45.546378
717|special-attack|131|0|2024-08-17 12:03:45.546378
717|special-defense|98|0|2024-08-17 12:03:45.546378
717|speed|99|0|2024-08-17 12:03:45.546378
718|hp|108|3|2024-08-17 12:03:45.546378
718|attack|100|0|2024-08-17 12:03:45.546378
718|defense|121|0|2024-08-17 12:03:45.546378
718|special-attack|81|0|2024-08-17 12:03:45.546378
718|special-defense|95|0|2024-08-17 12:03:45.546378
718|speed|95|0|2024-08-17 12:03:45.546378
719|hp|50|0|2024-08-17 12:03:45.546378
719|attack|100|0|2024-08-17 12:03:45.546378
719|defense|150|1|2024-08-17 12:03:45.546378
719|special-attack|100|0|2024-08-17 12:03:45.546378
719|special-defense|150|2|2024-08-17 12:03:45.546378
719|speed|50|0|2024-08-17 12:03:45.546378
720|hp|80|0|2024-08-17 12:03:45.546378
720|attack|110|0|2024-08-17 12:03:45.546378
720|defense|60|0|2024-08-17 12:03:45.546378
720|special-attack|150|3|2024-08-17 12:03:45.546378
720|special-defense|130|0|2024-08-17 12:03:45.546378
720|speed|70|0|2024-08-17 12:03:45.546378
721|hp|80|0|2024-08-17 12:03:45.546378
721|attack|110|0|2024-08-17 12:03:45.546378
721|defense|120|0|2024-08-17 12:03:45.546378
721|special-attack|130|3|2024-08-17 12:03:45.546378
721|special-defense|90|0|2024-08-17 12:03:45.546378
721|speed|70|0|2024-08-17 12:03:45.546378
722|hp|68|1|2024-08-17 12:03:45.546378
722|attack|55|0|2024-08-17 12:03:45.546378
722|defense|55|0|2024-08-17 12:03:45.546378
722|special-attack|50|0|2024-08-17 12:03:45.546378
722|special-defense|50|0|2024-08-17 12:03:45.546378
722|speed|42|0|2024-08-17 12:03:45.546378
723|hp|78|2|2024-08-17 12:03:45.546378
723|attack|75|0|2024-08-17 12:03:45.546378
723|defense|75|0|2024-08-17 12:03:45.546378
723|special-attack|70|0|2024-08-17 12:03:45.546378
723|special-defense|70|0|2024-08-17 12:03:45.546378
723|speed|52|0|2024-08-17 12:03:45.546378
724|hp|78|0|2024-08-17 12:03:45.546378
724|attack|107|3|2024-08-17 12:03:45.546378
724|defense|75|0|2024-08-17 12:03:45.546378
724|special-attack|100|0|2024-08-17 12:03:45.546378
724|special-defense|100|0|2024-08-17 12:03:45.546378
724|speed|70|0|2024-08-17 12:03:45.546378
725|hp|45|0|2024-08-17 12:03:45.546378
725|attack|65|0|2024-08-17 12:03:45.546378
725|defense|40|0|2024-08-17 12:03:45.546378
725|special-attack|60|0|2024-08-17 12:03:45.546378
725|special-defense|40|0|2024-08-17 12:03:45.546378
725|speed|70|1|2024-08-17 12:03:45.546378
726|hp|65|0|2024-08-17 12:03:45.546378
726|attack|85|0|2024-08-17 12:03:45.546378
726|defense|50|0|2024-08-17 12:03:45.546378
726|special-attack|80|0|2024-08-17 12:03:45.546378
726|special-defense|50|0|2024-08-17 12:03:45.546378
726|speed|90|2|2024-08-17 12:03:45.546378
727|hp|95|0|2024-08-17 12:03:45.546378
727|attack|115|3|2024-08-17 12:03:45.546378
727|defense|90|0|2024-08-17 12:03:45.546378
727|special-attack|80|0|2024-08-17 12:03:45.546378
727|special-defense|90|0|2024-08-17 12:03:45.546378
727|speed|60|0|2024-08-17 12:03:45.546378
728|hp|50|0|2024-08-17 12:03:45.546378
728|attack|54|0|2024-08-17 12:03:45.546378
728|defense|54|0|2024-08-17 12:03:45.546378
728|special-attack|66|1|2024-08-17 12:03:45.546378
728|special-defense|56|0|2024-08-17 12:03:45.546378
728|speed|40|0|2024-08-17 12:03:45.546378
729|hp|60|0|2024-08-17 12:03:45.546378
729|attack|69|0|2024-08-17 12:03:45.546378
729|defense|69|0|2024-08-17 12:03:45.546378
729|special-attack|91|2|2024-08-17 12:03:45.546378
729|special-defense|81|0|2024-08-17 12:03:45.546378
729|speed|50|0|2024-08-17 12:03:45.546378
730|hp|80|0|2024-08-17 12:03:45.546378
730|attack|74|0|2024-08-17 12:03:45.546378
730|defense|74|0|2024-08-17 12:03:45.546378
730|special-attack|126|3|2024-08-17 12:03:45.546378
730|special-defense|116|0|2024-08-17 12:03:45.546378
730|speed|60|0|2024-08-17 12:03:45.546378
731|hp|35|0|2024-08-17 12:03:45.546378
731|attack|75|1|2024-08-17 12:03:45.546378
731|defense|30|0|2024-08-17 12:03:45.546378
731|special-attack|30|0|2024-08-17 12:03:45.546378
731|special-defense|30|0|2024-08-17 12:03:45.546378
731|speed|65|0|2024-08-17 12:03:45.546378
732|hp|55|0|2024-08-17 12:03:45.546378
732|attack|85|2|2024-08-17 12:03:45.546378
732|defense|50|0|2024-08-17 12:03:45.546378
732|special-attack|40|0|2024-08-17 12:03:45.546378
732|special-defense|50|0|2024-08-17 12:03:45.546378
732|speed|75|0|2024-08-17 12:03:45.546378
733|hp|80|0|2024-08-17 12:03:45.546378
733|attack|120|3|2024-08-17 12:03:45.546378
733|defense|75|0|2024-08-17 12:03:45.546378
733|special-attack|75|0|2024-08-17 12:03:45.546378
733|special-defense|75|0|2024-08-17 12:03:45.546378
733|speed|60|0|2024-08-17 12:03:45.546378
734|hp|48|0|2024-08-17 12:03:45.546378
734|attack|70|1|2024-08-17 12:03:45.546378
734|defense|30|0|2024-08-17 12:03:45.546378
734|special-attack|30|0|2024-08-17 12:03:45.546378
734|special-defense|30|0|2024-08-17 12:03:45.546378
734|speed|45|0|2024-08-17 12:03:45.546378
735|hp|88|0|2024-08-17 12:03:45.546378
735|attack|110|2|2024-08-17 12:03:45.546378
735|defense|60|0|2024-08-17 12:03:45.546378
735|special-attack|55|0|2024-08-17 12:03:45.546378
735|special-defense|60|0|2024-08-17 12:03:45.546378
735|speed|45|0|2024-08-17 12:03:45.546378
736|hp|47|0|2024-08-17 12:03:45.546378
736|attack|62|1|2024-08-17 12:03:45.546378
736|defense|45|0|2024-08-17 12:03:45.546378
736|special-attack|55|0|2024-08-17 12:03:45.546378
736|special-defense|45|0|2024-08-17 12:03:45.546378
736|speed|46|0|2024-08-17 12:03:45.546378
737|hp|57|0|2024-08-17 12:03:45.546378
737|attack|82|0|2024-08-17 12:03:45.546378
737|defense|95|2|2024-08-17 12:03:45.546378
737|special-attack|55|0|2024-08-17 12:03:45.546378
737|special-defense|75|0|2024-08-17 12:03:45.546378
737|speed|36|0|2024-08-17 12:03:45.546378
738|hp|77|0|2024-08-17 12:03:45.546378
738|attack|70|0|2024-08-17 12:03:45.546378
738|defense|90|0|2024-08-17 12:03:45.546378
738|special-attack|145|3|2024-08-17 12:03:45.546378
738|special-defense|75|0|2024-08-17 12:03:45.546378
738|speed|43|0|2024-08-17 12:03:45.546378
739|hp|47|0|2024-08-17 12:03:45.546378
739|attack|82|1|2024-08-17 12:03:45.546378
739|defense|57|0|2024-08-17 12:03:45.546378
739|special-attack|42|0|2024-08-17 12:03:45.546378
739|special-defense|47|0|2024-08-17 12:03:45.546378
739|speed|63|0|2024-08-17 12:03:45.546378
740|hp|97|0|2024-08-17 12:03:45.546378
740|attack|132|2|2024-08-17 12:03:45.546378
740|defense|77|0|2024-08-17 12:03:45.546378
740|special-attack|62|0|2024-08-17 12:03:45.546378
740|special-defense|67|0|2024-08-17 12:03:45.546378
740|speed|43|0|2024-08-17 12:03:45.546378
741|hp|75|0|2024-08-17 12:03:45.546378
741|attack|70|0|2024-08-17 12:03:45.546378
741|defense|70|0|2024-08-17 12:03:45.546378
741|special-attack|98|2|2024-08-17 12:03:45.546378
741|special-defense|70|0|2024-08-17 12:03:45.546378
741|speed|93|0|2024-08-17 12:03:45.546378
742|hp|40|0|2024-08-17 12:03:45.546378
742|attack|45|0|2024-08-17 12:03:45.546378
742|defense|40|0|2024-08-17 12:03:45.546378
742|special-attack|55|0|2024-08-17 12:03:45.546378
742|special-defense|40|0|2024-08-17 12:03:45.546378
742|speed|84|1|2024-08-17 12:03:45.546378
743|hp|60|0|2024-08-17 12:03:45.546378
743|attack|55|0|2024-08-17 12:03:45.546378
743|defense|60|0|2024-08-17 12:03:45.546378
743|special-attack|95|0|2024-08-17 12:03:45.546378
743|special-defense|70|0|2024-08-17 12:03:45.546378
743|speed|124|2|2024-08-17 12:03:45.546378
744|hp|45|0|2024-08-17 12:03:45.546378
744|attack|65|1|2024-08-17 12:03:45.546378
744|defense|40|0|2024-08-17 12:03:45.546378
744|special-attack|30|0|2024-08-17 12:03:45.546378
744|special-defense|40|0|2024-08-17 12:03:45.546378
744|speed|60|0|2024-08-17 12:03:45.546378
745|hp|75|0|2024-08-17 12:03:45.546378
745|attack|115|2|2024-08-17 12:03:45.546378
745|defense|65|0|2024-08-17 12:03:45.546378
745|special-attack|55|0|2024-08-17 12:03:45.546378
745|special-defense|65|0|2024-08-17 12:03:45.546378
745|speed|112|0|2024-08-17 12:03:45.546378
746|hp|45|1|2024-08-17 12:03:45.546378
746|attack|20|0|2024-08-17 12:03:45.546378
746|defense|20|0|2024-08-17 12:03:45.546378
746|special-attack|25|0|2024-08-17 12:03:45.546378
746|special-defense|25|0|2024-08-17 12:03:45.546378
746|speed|40|0|2024-08-17 12:03:45.546378
747|hp|50|0|2024-08-17 12:03:45.546378
747|attack|53|0|2024-08-17 12:03:45.546378
747|defense|62|1|2024-08-17 12:03:45.546378
747|special-attack|43|0|2024-08-17 12:03:45.546378
747|special-defense|52|0|2024-08-17 12:03:45.546378
747|speed|45|0|2024-08-17 12:03:45.546378
748|hp|50|0|2024-08-17 12:03:45.546378
748|attack|63|0|2024-08-17 12:03:45.546378
748|defense|152|2|2024-08-17 12:03:45.546378
748|special-attack|53|0|2024-08-17 12:03:45.546378
748|special-defense|142|0|2024-08-17 12:03:45.546378
748|speed|35|0|2024-08-17 12:03:45.546378
749|hp|70|0|2024-08-17 12:03:45.546378
749|attack|100|1|2024-08-17 12:03:45.546378
749|defense|70|0|2024-08-17 12:03:45.546378
749|special-attack|45|0|2024-08-17 12:03:45.546378
749|special-defense|55|0|2024-08-17 12:03:45.546378
749|speed|45|0|2024-08-17 12:03:45.546378
750|hp|100|0|2024-08-17 12:03:45.546378
750|attack|125|2|2024-08-17 12:03:45.546378
750|defense|100|0|2024-08-17 12:03:45.546378
750|special-attack|55|0|2024-08-17 12:03:45.546378
750|special-defense|85|0|2024-08-17 12:03:45.546378
750|speed|35|0|2024-08-17 12:03:45.546378
751|hp|38|0|2024-08-17 12:03:45.546378
751|attack|40|0|2024-08-17 12:03:45.546378
751|defense|52|0|2024-08-17 12:03:45.546378
751|special-attack|40|0|2024-08-17 12:03:45.546378
751|special-defense|72|1|2024-08-17 12:03:45.546378
751|speed|27|0|2024-08-17 12:03:45.546378
752|hp|68|0|2024-08-17 12:03:45.546378
752|attack|70|0|2024-08-17 12:03:45.546378
752|defense|92|0|2024-08-17 12:03:45.546378
752|special-attack|50|0|2024-08-17 12:03:45.546378
752|special-defense|132|2|2024-08-17 12:03:45.546378
752|speed|42|0|2024-08-17 12:03:45.546378
753|hp|40|0|2024-08-17 12:03:45.546378
753|attack|55|1|2024-08-17 12:03:45.546378
753|defense|35|0|2024-08-17 12:03:45.546378
753|special-attack|50|0|2024-08-17 12:03:45.546378
753|special-defense|35|0|2024-08-17 12:03:45.546378
753|speed|35|0|2024-08-17 12:03:45.546378
754|hp|70|0|2024-08-17 12:03:45.546378
754|attack|105|2|2024-08-17 12:03:45.546378
754|defense|90|0|2024-08-17 12:03:45.546378
754|special-attack|80|0|2024-08-17 12:03:45.546378
754|special-defense|90|0|2024-08-17 12:03:45.546378
754|speed|45|0|2024-08-17 12:03:45.546378
755|hp|40|0|2024-08-17 12:03:45.546378
755|attack|35|0|2024-08-17 12:03:45.546378
755|defense|55|0|2024-08-17 12:03:45.546378
755|special-attack|65|0|2024-08-17 12:03:45.546378
755|special-defense|75|1|2024-08-17 12:03:45.546378
755|speed|15|0|2024-08-17 12:03:45.546378
756|hp|60|0|2024-08-17 12:03:45.546378
756|attack|45|0|2024-08-17 12:03:45.546378
756|defense|80|0|2024-08-17 12:03:45.546378
756|special-attack|90|0|2024-08-17 12:03:45.546378
756|special-defense|100|2|2024-08-17 12:03:45.546378
756|speed|30|0|2024-08-17 12:03:45.546378
757|hp|48|0|2024-08-17 12:03:45.546378
757|attack|44|0|2024-08-17 12:03:45.546378
757|defense|40|0|2024-08-17 12:03:45.546378
757|special-attack|71|0|2024-08-17 12:03:45.546378
757|special-defense|40|0|2024-08-17 12:03:45.546378
757|speed|77|1|2024-08-17 12:03:45.546378
758|hp|68|0|2024-08-17 12:03:45.546378
758|attack|64|0|2024-08-17 12:03:45.546378
758|defense|60|0|2024-08-17 12:03:45.546378
758|special-attack|111|0|2024-08-17 12:03:45.546378
758|special-defense|60|0|2024-08-17 12:03:45.546378
758|speed|117|2|2024-08-17 12:03:45.546378
759|hp|70|0|2024-08-17 12:03:45.546378
759|attack|75|1|2024-08-17 12:03:45.546378
759|defense|50|0|2024-08-17 12:03:45.546378
759|special-attack|45|0|2024-08-17 12:03:45.546378
759|special-defense|50|0|2024-08-17 12:03:45.546378
759|speed|50|0|2024-08-17 12:03:45.546378
760|hp|120|0|2024-08-17 12:03:45.546378
760|attack|125|2|2024-08-17 12:03:45.546378
760|defense|80|0|2024-08-17 12:03:45.546378
760|special-attack|55|0|2024-08-17 12:03:45.546378
760|special-defense|60|0|2024-08-17 12:03:45.546378
760|speed|60|0|2024-08-17 12:03:45.546378
761|hp|42|1|2024-08-17 12:03:45.546378
761|attack|30|0|2024-08-17 12:03:45.546378
761|defense|38|0|2024-08-17 12:03:45.546378
761|special-attack|30|0|2024-08-17 12:03:45.546378
761|special-defense|38|0|2024-08-17 12:03:45.546378
761|speed|32|0|2024-08-17 12:03:45.546378
762|hp|52|0|2024-08-17 12:03:45.546378
762|attack|40|0|2024-08-17 12:03:45.546378
762|defense|48|0|2024-08-17 12:03:45.546378
762|special-attack|40|0|2024-08-17 12:03:45.546378
762|special-defense|48|0|2024-08-17 12:03:45.546378
762|speed|62|2|2024-08-17 12:03:45.546378
763|hp|72|0|2024-08-17 12:03:45.546378
763|attack|120|3|2024-08-17 12:03:45.546378
763|defense|98|0|2024-08-17 12:03:45.546378
763|special-attack|50|0|2024-08-17 12:03:45.546378
763|special-defense|98|0|2024-08-17 12:03:45.546378
763|speed|72|0|2024-08-17 12:03:45.546378
764|hp|51|0|2024-08-17 12:03:45.546378
764|attack|52|0|2024-08-17 12:03:45.546378
764|defense|90|0|2024-08-17 12:03:45.546378
764|special-attack|82|0|2024-08-17 12:03:45.546378
764|special-defense|110|2|2024-08-17 12:03:45.546378
764|speed|100|0|2024-08-17 12:03:45.546378
765|hp|90|0|2024-08-17 12:03:45.546378
765|attack|60|0|2024-08-17 12:03:45.546378
765|defense|80|0|2024-08-17 12:03:45.546378
765|special-attack|90|0|2024-08-17 12:03:45.546378
765|special-defense|110|2|2024-08-17 12:03:45.546378
765|speed|60|0|2024-08-17 12:03:45.546378
766|hp|100|0|2024-08-17 12:03:45.546378
766|attack|120|2|2024-08-17 12:03:45.546378
766|defense|90|0|2024-08-17 12:03:45.546378
766|special-attack|40|0|2024-08-17 12:03:45.546378
766|special-defense|60|0|2024-08-17 12:03:45.546378
766|speed|80|0|2024-08-17 12:03:45.546378
767|hp|25|0|2024-08-17 12:03:45.546378
